0.093955 148.81 2.19694
0.094563 144.892 2.22397
0.095171 141.847 2.18345
0.095779 138.891 2.17564
0.096387 134.152 2.17076
0.096995 133.601 2.5506
0.097604 131.869 2.17184
0.098212 129.754 2.0852
0.09882 127.778 2.01626
0.099428 126.026 1.9657
0.100036 124.248 1.94484
0.100644 121.634 2.03115
0.101252 118.671 1.98945
0.10186 114.75 2.00735
0.102468 112.245 1.92452
0.103077 109.291 1.86788
0.103685 106.196 1.84417
0.104293 103.551 1.85616
0.104901 101.664 1.81694
0.105509 97.9119 1.9019
0.106117 95.712 1.83213
0.106725 93.9845 1.8786
0.107333 92.716 1.91385
0.107941 91.876 1.91387
0.10855 91.7269 1.87922
0.109158 90.229 1.7883
0.109766 87.4715 1.85179
0.110374 85.5301 1.83875
0.110982 84.6205 1.82583
0.11159 83.0418 1.89918
0.112198 79.7333 1.84605
0.112806 78.6607 1.83666
0.113414 76.213 1.75954
0.114022 74.791 1.68045
0.114631 73.7108 1.75784
0.115239 72.6894 1.7037
0.115847 71.4478 1.66724
0.116455 70.7623 1.67655
0.117063 69.5895 1.67492
0.117671 66.8121 1.68498
0.118279 65.2998 1.7063
0.118887 64.7208 1.63089
0.119495 63.1117 1.7094
0.120103 60.7007 1.71876
0.120712 61.0402 1.6494
0.12132 59.6307 1.72269
0.121928 58.091 1.71803
0.122536 58.2621 1.65429
0.123144 57.4261 1.68285
0.123752 54.6069 1.71301
0.12436 52.4277 1.68847
0.124968 50.7114 1.61116
0.125576 51.9144 1.57563
0.126184 50.5951 1.57246
0.126793 51.9668 1.54799
0.127401 50.8365 1.63424
0.128009 49.0434 1.5801
0.128617 46.8842 1.50355
0.129225 44.9826 1.58166
0.129833 46.4613 1.04997
0.130441 45.8118 1.06734
0.131049 45.0643 1.01169
0.131657 44.6615 0.99629
0.132265 43.2626 0.984087
0.132873 43.2112 1.01488
0.133482 41.7907 1.01266
0.13409 41.4338 0.994897
0.134698 41.4579 0.974486
0.135306 40.6367 0.987988
0.135914 38.8671 1.02913
0.136522 37.6722 1.0021
0.13713 36.8057 0.958678
0.137738 37.1483 0.962966
0.138346 36.4992 0.993217
0.138954 35.9957 0.974471
0.139562 35.7401 1.02692
0.140171 35.1091 1.03986
0.140779 35.0105 0.96506
0.141387 33.5177 0.996687
0.141995 32.6643 0.961671
0.142603 32.7865 0.966119
0.143211 31.2109 0.982127
0.143819 31.0355 0.998302
0.144427 30.6158 0.965219
0.145035 29.976 1.00556
0.145643 30.6196 1.17246
0.146251 29.6371 1.02953
0.14686 29.8195 1.16488
0.147468 29.5667 1.14423
0.148076 28.2411 0.971948
0.148684 27.5645 0.91313
0.149292 27.5532 0.868381
0.1499 26.4182 0.882477
0.150508 26.6196 0.862165
0.151116 26.2984 0.928588
